postDate,helpful,reviewBody,starRating,verifiedPurchase,reviewTitle,name
"Reviewed in the United States on March 19, 2021",2 people found this helpful,"I purchased this 1TB card, inserted it in the machine, it read 1TB space.I then used a tool to clone a hard drive to it, 900gb. It claimed to complete successfullyHowever, there was no data on the card and it required reformatting. And it would only allow a maximum reformatting size of 128gb.My guess it these are fakes and are 128gb cards that they make look like 1TB cards, but if you exceed the volume of actual space, they immediately fail.I've returned this for a replacement just to perform the same test. Be warned. I recommend you immediately put half a gig of data on the card to make sure it's not fake - until you put over 128gb, it will probably operate just fine....",1.0 out of 5 stars,Verified Purchase,Failed in 24 hours,Geoffrey
"Reviewed in the United States on May 29, 2020",3 people found this helpful,"After waiting for an eternity for it's arrival (not the sender's fault), turns out to be a fake SanDisk card. Memory capability was correct, but the write speed is only 35mbs at best. Much less than the 90mbs on the package. Seller might not have known it was a fake. Just a heads up to folks out there who actually need a high speed card.",1.0 out of 5 stars,Verified Purchase,Fake Card,Thomas A. Lowther
"Reviewed in the United States on October 2, 2019",One person found this helpful,"Bought this memory to install in my Samsung Galaxy 8s which already has 256 gigs of memory. So, this memory is prossibly overkill. However, when you install a memory card in the 8s, all data gets stored on the chip (rather than the phone's built in memory.) I wanted to be able to take long high res videos with the new phone, and found that this chip works perfectly with the phone. The data transfer rate is well suited for the phone's video recording needs. As a test, I recorded over an hour of high res video (1080) without even beginning to dig into the total capacity. This chip will store almost endless videos, and perhaps millions of images. I'm not one to use my phone fo music, but even that task would be easy for this chip. It was money well spent, and I'm very happy with this purchase.",5.0 out of 5 stars,Verified Purchase,"Wow, great storage, and amazing video speed",FL Odie
"Reviewed in the United States on March 4, 2020",2 people found this helpful,I bought this card because SanDisk (falsely) claims read speeds of up to 160MB . I tested this card on two laptops with 3 different testing Apps . I connected the card directly by inserting it into the laptop slots designed for SD cards and then through The USB-C port (using an adapter) and the highest read speed result was 93 MB which is almost exactly the same results that I received for my Samsung EVO card for which I paid $10 LESS ! That Samsung card was (accurately) advertised as up to 100MB and consistently delivered just over 90MB on all 3 testing apps . So this card only gives you 2 or 3 MB extra read speed for 150% of the price.,2.0 out of 5 stars,Verified Purchase,SLOW — NOT as Advertised — You Can Get Same Speeds for $10 Less,Redmont
"Reviewed in the United States on May 9, 2020",One person found this helpful,"I need a card for my drone. I was browsing the site and read the comment about the counterfeit card. I purchased the card. Tested on my desktop. The benchmark was horrible (~40mbp/s). I was afraid that I got one of the counterfeit cards. I decided to test it again on another computer, and the benchmark turns out to be good (~90mb/s). I think it is due to my desktop computer card ready is USB2 only and my laptop one is builtin and hence contributes to the difference in read/write speed. At least now I rest assure that I am not getting a dud and looking forward to using it to record some nice drone footage.",5.0 out of 5 stars,Verified Purchase,Great little card for Drone photography,Sammy Wong
"Reviewed in the United States on February 15, 2019",2 people found this helpful,"I really wanted to love this little thing, but it would read some cards and not others, which is surprising since all of the cards were SanDisk cards. The problem was consistent, regardless of whether I used a Mac or Windows machine. To rule out the cards as the culprit, I used a SanDisk USB 2.0 reader, and every card mounted perfectly. However, I need the USB 3.0 speed.I returned it and Amazon promptly sent me a replacement, which exhibited the exact same problem. I have a trouble ticket right now with SanDisk, but I have no confidence that it will work any better. I'm gonna see if the Anker card reader is any better. They make good stuff.",3.0 out of 5 stars,Verified Purchase,"Reads some cards, but not others",Chris L
"Reviewed in the United States on April 5, 2019",One person found this helpful,"It's exactly what it's supposed to be. That said, everyone buying SD cards now should be on the lookout for counterfeits. Make sure you are buying from a reputable seller. It is trivially easy to hack the controller of an SD card and make it report a different size than it actually is. This has resulted in people taking 16/32GB cards and repackaging/selling than as much larger ones. If the price looks too good to be true, it is. 400GB cards run $80-$110 now depending on their speed rating.",5.0 out of 5 stars,Verified Purchase,Works great,Marc Morrisette
"Reviewed in the United States on January 25, 2021",One person found this helpful,The “256gb” memory card came in and i did not see anything out of the ordinary. Normal packaging. Normal markings. Popped it in my go pro and formatted it like i always do. Right away i noticed something off. Available gigs was off. Took it out and plugged it into a Mac and checked disk utility and i was shocked!! 16gb well actually like 14.3gb. I figured maybe The GoPro did something. Reformatted it again and same outcome. Took it to a windows laptop checked there and nothing better. I even have a Linux ... tried it there same outcome. What a scam!! Amazon needs to crack down on this issue. Might not be easy to verify but i rather buy at my local store than have to put up with this crap!!,1.0 out of 5 stars,Verified Purchase,Scam! 16gb instead of 256gb,Frank.e
"Reviewed in the United States on October 15, 2020",One person found this helpful,"Received this and plugged it in. Regardless of which port I use, doesn't even show up on the computer. The USB port works as I've tested it with other devices/cables.Edit: Was able to get it to work by re-formatting the card on a different device, then putting the card into the reader, but at that point, I almost might as well just plug in the other device. (I bought this for the purpose of a device transfer because I didn't want two sets of cables running from my computer as it would be a waste of electricity to keep both devices on for a large transfer.",2.0 out of 5 stars,Verified Purchase,Doesn't work for unformatted cards,Sin Lifiar
"Reviewed in the United States on January 30, 2020",7 people found this helpful,Proper original package....card as advertised. Not going to spout speeds here because A. I don’t know how to do it and B. Probably doesn’t matter. Some people test these but if you actually read the fine print on most cards these are theoretical speeds and “maximums” designed to suck you in....depending on your equipment and software etc speeds can vary.....also if a card is advertised as 100 mbs and someone gets 90 they bitch like a little girl on an amazon review which is not really that helpful....it’s like saying a car can only do 90 mph when the factory says it can do 100.....how and where was it tested.....you get it.....or do you?,5.0 out of 5 stars,Verified Purchase,Came in a manufacturers package,Glenn D Evans
"Reviewed in the United States on June 21, 2020",One person found this helpful,"This was recommended for the DJI Mavic Mini which i recently purchased. My other Micro SD card did not work, it being an older version. This one works great with the drone and was a plug and play. I didn't even have to format it or anything for the Mavic Mini. As you can guess, having 128 gigs of storage allows for quite a bit of recording and pictures.",5.0 out of 5 stars,Verified Purchase,Great For Drone,The Baker Family
"Reviewed in the United States on February 19, 2019",One person found this helpful,"Bought this card to try in my Thinkware F800 Pro dash cam, this card does not work with this model dash cam, look else where. An alternative is the Samsung EVO Select SDXC 128GB, costs more but works perfectly.",1.0 out of 5 stars,Verified Purchase,Does not work with Thinkware F800 Pro dash cam,Christoph W.
"Reviewed in the United States on February 15, 2021",One person found this helpful,"Bought this straight from Amazon (not a private seller), so I knew I wouldn't have to worry about getting a counterfeit. Works perfectly in my phone. This was in it's retail packaging like it should be. Shipping was fast and the product arrived undamaged. Sandisk's warranty is great, but I'm sure I won't even have to use it.",5.0 out of 5 stars,Verified Purchase,Good SanDisk product - AUTHENTIC,SatchmoDan
"Reviewed in the United States on December 28, 2019",2 people found this helpful,Recieved it 1 day after ordering. Regular SD card packaging. You get like almost 990Gigs after formatting. Works fast in my Note 10+ 512Gig. So my phone has about 1.5 Terabytes of memory. Records 4K 60fps no problem. Pulls up pics and video instantly and my gallery is fast too! So far pretty good I'd say. Got like a 100 gigs of crap on in right now. Be a long while before I can truly test the capacity though.,5.0 out of 5 stars,Verified Purchase,Seems to work just fine in Galaxy Note 10+,Sluggy
"Reviewed in the United States on March 9, 2019",4 people found this helpful,"I have GoPro cameras and want something to give me good results there. I am a SCUBA diver and take underwater photos and videos. I use these in my Canon SLR and Sony Handycam. It works on all of them well. Less expensive cards are available but if they are not fast enough, the video quality goes down. I don't mind paying a little more to make sure I get the best results from my efforts. I do have some less expensive cards for just data storage where write speed is less critical.",5.0 out of 5 stars,Verified Purchase,Recommended for GoPro 7 Black,Waynemia
"Reviewed in the United States on December 28, 2020",One person found this helpful,I bought the 128GB last October and just used it to record our holiday celebrations. I lost 2 days of recording (2 different occasion). First I recorded my children opening gifts and assembling a portable basketball court using my GoPro Hero 5. When I plugged it into my computer it tried to get all the files to show in file explorer and then after 30 minutes the file explorer window closed and it prompted me that the card is not formatted. My DJI pocket 2 arrived a day after and I formatted this sdcard again and started recording about 2 hours of my family. Today i plugged in the card and it can't be accessed again.This card is very unreliable and I do not recommend for you to BUY...DO NOT BUY!! Stick with SAMSUNG or other brands that is more reliable.,1.0 out of 5 stars,Verified Purchase,Fake or Defective,Raymund Delos Santos
"Reviewed in the United States on May 21, 2020",One person found this helpful,"SanDisK Micro SD Card Reader is THE highest speed card reader out there when used with SanDisK Micro SD Card specifically. This unit reads ALL BRANDS of Micro SD Cards however, it will read SanDisK cards much faster than most card readers out there.I bought this to read my SanDisK Extreme PRO MicroSDXC Cards for my GoPro Action Camera. Great device to keep with you... Small, but Mighty!!! Order a couple of these, they are very small and easy to lose.Nobody seemed to have any pictures of the actual item so I took lots of photos so that you can see exactly what you’ll receive. Item arrived exactly as shown in the Amazon photos. Thank you!!!",5.0 out of 5 stars,Verified Purchase,SanDisK Mobilemate 3.0 USB Model: SSDR-B531,cK One
"Reviewed in the United States on May 14, 2020",One person found this helpful,"Wish these things came with less memory loss. But it is what it is. FYI, 366gb is the number you’re looking for if you are questioning if it’s a genuine SanDisk card. Any other size then I would question if it’s real. Next check the write speeds and how many gigs it will take using an write program. “H2testw.exe”.I’ve seen dark greenish micro cards that are legit! Those are not an immediate fake. I bought that card locally too. The next card was a black card. Both performed the same! Check your cards with a program before you classify it as a fake.Speed tests are great, thank you for whoever leave those reviews. It doesn’t help another customer effectively determine if they got a real card though.",5.0 out of 5 stars,Verified Purchase,Proper review with useful info,Anonymous
"Reviewed in the United States on February 14, 2020",One person found this helpful,"The 2014+ android phones and Kindles can be expanded SECURE for media / Protected APPS via a NATIVE formatting vs.. Windows FAT 32 that works EVERYWHERE.. That native format can not be read on other devices. This is great for Kindle to STORE example 32 Hours of HIGHEST QUALITY MOVIES netflix or Prime... But that's silly.. HUNDREDS hours at the 1 step above lowest.. 64 GB (leaving half for APPS and DATA) is 10,000 Pictures or 60,000 minutes of mp3.. Basically you could steal everything to fill it. Don't do that.",4.0 out of 5 stars,Verified Purchase,Great  memory  -- and cheap Expansion for devices,DR
"Reviewed in the United States on March 26, 2020",4 people found this helpful,Got to appreciate a well made Micro sd_card..It make the difference of having a good time with whatever you are doing to an absolute horrible day..This card has good transfer speed and excellent writing speeds.. I have read some of the reviews and seen individual with all sorts of issues from counterfeit to slow speeds.I think if u stick with a reputable seller (preferably Amazon) the counterfeiting issue won't be a problem.Concerning the write/read speeds I think that also has a lot to do with the device you are using.Older or off brand devices seem to have more issues than a more known brand of devices.,5.0 out of 5 stars,Verified Purchase,All micro sd cards are not created equal,Carl Gantz
"Reviewed in the United States on February 28, 2019",2 people found this helpful,Experienced issues with potential read errors while using SanDisk MobileMate USB 3.0 microSD Card Reader - SDDR-B531-GN6NN. Purchased two Sandisk 256Gb micro SD cards along with these card readers which have not worked consistently worked without read errors since I purchased them. I was unable to find any literature that indicates why these should not / do not work together.,2.0 out of 5 stars,Verified Purchase,"These may not work as intended,",mrjoerobinson
"Reviewed in the United States on June 17, 2020",One person found this helpful,"You'd think an electronic component manufacturer would know that peeling a plastic sheet away from another piece of plastic to open a package on an ESD sensitive component (the SD card) would know better! As I peeled open the package, it had a static cling to my fingers! Wow. Hope you have a ground strap or ionizer to dissipate the charge before you touch the sd card or else you risk damaging the device when it discharges into it when you pull it out of the packaging. Google ""ESD"" and ""Roger Peirce"" (great guy - knows ESD)",4.0 out of 5 stars,Verified Purchase,ESD (Electrostatic discharge) risk upon opening package!,Heidi 
"Reviewed in the United States on November 20, 2019",2 people found this helpful,"A micro SD card reader should be pretty straight forward. 1. Insert the micro SD card. 2. Plug it into the USB port.3. Device reads the micro SD card. Well... not with this reader. After 2 days it suddenly became a dud. It cannot be recognized by any device. I've tried 3 different micro SD's that work fine with other readers or when inserted directly in to my devices.Do yourself a favor and stay away from this one. As other reviewer have commented, this could be a counterfeit.",1.0 out of 5 stars,Verified Purchase,STAY AWAY FROM THIS ITEM,"McRod, NY"
"Reviewed in the United States on October 15, 2020",One person found this helpful,I bought this in August and was having trouble getting my old Micro SD Cards (I had 2) two read. I have a new laptop (my old Surface Pro 3 had a Micro SD Slot). I thought maybe my old cards were bad and that is why they didn't work in this reader. I just bought 2 - 256GB SanDisk Micro SD Cards for Prime Day. They don't work in this device. Thanks SanDisk!,1.0 out of 5 stars,Verified Purchase,Doesn't work with - even with SanDisk Micro SD Cards,Russel Buetow
"Reviewed in the United States on September 11, 2019",One person found this helpful,"Purchased on 02-22-19. Today 09-11-19, all my pictures are suddenly corrupt with no way to fix or retrieve. Less than 7 months and this thing crapped out on me. Yes I tried many methods of retrieving photos. No I did not drop my phone or subject it to any water or moisture. 900+ pictures forever lost. Guess its just a lesson learned to not put faith in this subpar brand. Again, if you value your data, don't purchase this product.",1.0 out of 5 stars,Verified Purchase,Dont Waste Your Money,Nick Frank
"Reviewed in the United States on February 3, 2021",One person found this helpful,"I had a bad feeling when I first saw what Amazon had delivered to me. As you can see from my picture, the packaging was an extremely low quality PVC blister pack devoid of any manufacturer logos or any other significant information. There was a corner labeled ""OPEN"" with a little flap of film that just ripped off from the corner when I tried to get into it. After taking scissors to it, I got it extracted and tried to pop in my micro SD card. I'm used to pushing micro SD cards into the slot until I hear a click that indicates the card is secured -- in fact I'm pretty sure that's the design standard for these cards. I gently push my card into the slot, but there's no click.Hope is fading, but I figure I'll try to load the contraption into my computer and see what happens. The drive showed up, but it was grayed-out in Windows Explorer and its properties showed no storage capacity. I move it around to all my other USB slots to be sure, and the same issue happens every time. After trying some software-level troubleshooting like reinstalling drivers and fiddling with Device Manager, I get to thinking it's a hardware problem. Fortunately I have a microscope camera laying around, so I set it up and inspect the card reader. My other picture shows what I saw. A couple of the pins that are supposed to hold and secure the card (and make the click sound I presume) are bent and twisted around!This product is junk. I looked on Sandisk's website, and they list the model number as SDDR-B531-AN6NN. This product's model number is SDDR-B531-GN6NN. Maybe that's not significant, but together with the manufacturing defects and pitifully janky packaging, I suspect this is not a genuine Sandisk product. I'm going to follow up with Sandisk, and I'll update this review if anything comes of it.",1.0 out of 5 stars,Verified Purchase,DOA garbage product -- strongly suspect counterfeiting,Daniel
"Reviewed in the United States on March 25, 2020",One person found this helpful,"Sandisk has good microSD cards, but their reader is for the birds. I had two of these using many cards ranging from 32gig to 128gig without issue. I bought two more for two 512gig cards. One reader did not work at all with a 512gig card. Returned that and got another. With a 512gig card they would only work reliably with USB 2.0, not 3.0, and with a USB port having external power. Purchased a USB 3.0 hub with external power. Same USB 3.0 issue occurred. After briefly beginning to write the USB device would disconnect. For 512gig microSD cards these are a waste. I purchased another brand to have no problems, no external power, and USB 3.0.",2.0 out of 5 stars,Verified Purchase,Does not work reliably on large microSD cards,David G. McDivitt
"Reviewed in the United States on August 12, 2019",One person found this helpful,"This microSD, when partitioned properly to get around the Pi's microSDHC limits, works very nicely in a Pi, offering extra data storage without having to insert a USB pen drive or similar, and risking a slowdown due to a lack of power to the CPU/GPU.Just partition it into two or more partitions, install your Raspbian or other OS of choice on it, modify your /etc/fstab to include the other partitions and you're good to go. I haven't tried it, but I'd think you could use GRUB2 or the Raspberry variant to have your different OSes on different partitions without problems; I just go the lazy route and use a different microSD for each OS...Oh, and it works nicely in various Canon EOS cameras, too.",5.0 out of 5 stars,Verified Purchase,Used in a Raspberry Pi 3 B+,ahmrahtcheer
"Reviewed in the United States on October 9, 2020",2 people found this helpful,Bought it for my nintendo switch. Kept running out of space on my 128gb so thought I splurge on this upgrade and it's well worth it. I don't buy any physical game cards for it so I need loads of space to hold my ever growing library.Always check your card to make sure it isn't a counterfeit!,5.0 out of 5 stars,Verified Purchase,Works as intended,Kyle L.
"Reviewed in the United States on December 22, 2020",2 people found this helpful,"I got this because I started a channel on youtube and can't afford a computer and needed somewhere to put my saved videos on my phone because I ran out of space. When I got it I put it in my phone and didn't even need to format it (galaxy note 9). It instantly read the sd card and I was able to transfer my files over within minutes. My only regret is I should have gotten more than the 128gb card but it'll do for now. It came with folders pre-installed like the DCIM folder, pictures, videos, etc. Which I didn't care much for but it is what it is. In total my phone reads 120gb of it so losing the extra 8gb is sort of a bummer but again, it did exactly what I needed it to do so I'm not complaining about that. I'm very happy with it for sure.",5.0 out of 5 stars,Verified Purchase,It works flawlessly,Jeremiah F.
"Reviewed in the United States on July 10, 2019",2 people found this helpful,"I much prefer this reader than the adapters that come with a microSD card. Easy to use and transfer files from microSD card to my laptop and desktop. Have not had any issues with product performance. I am using 64GB microSD without any problems. The only minor issues keeping me from giving 5 stars are: 1. microSD card can be a bit tricky to remove. I have to grab the corner to pull out (could be user error) and 2. it is small and i fear it could get lost, misplaced and forgotten rather easily. Again, that would be user error. Keep an eye on it and it will work like a champ. 4.5/5 stars. Excellent product.",4.0 out of 5 stars,Verified Purchase,Great USB option for your microSD cards.,Phillip K Goddard
"Reviewed in the United States on April 9, 2020",2 people found this helpful,"Purchased this for my S20 Ultra to maximize the memory because of all of the high resolution pics and videos I take. Got it at a discounted price, but it was still on the higher price per GB compared to lower capacity micro SD cards. I do like that it came with a SD card adapter so I can use it in the reader on my laptop. If you need maximum memory on your phone, this is the way to go. Otherwise, there are plenty of lower capacity cards at a lower cost per GB.",5.0 out of 5 stars,Verified Purchase,Good choice if you really need maximum memory,gta6198
"Reviewed in the United States on June 1, 2019",One person found this helpful,"My 10+ year old Dell 15n (1545 that runs Mint 17.01 now, but came with Ubuntu 8.04 when it was new) sees this card just fine. I put it in my brand new state of the art Dell 9380, and nothing. I am not sure if it is the card or the laptop. I tested the SD slot in my 9380 with the card from my Fire tablet, and it sees that just fine, so the SD reader is working. I even tried formatting the offending card in NTFS, still nothing in the 9380. The 9380 has the exfat utils installed, so I figured it was not that, but tested formats anyway. I knocked off one start since I do not know who is at fault.",4.0 out of 5 stars,Verified Purchase,Does NOT work with a Dell 9380,Greg
"Reviewed in the United States on August 11, 2019",2 people found this helpful,"I recently got and have setup a Wyze cam system and are using Micro SD Cards for storage of video recordings, Unfortunately my computer does not have a Micro SD Card reader so I bought this.So far I have nothing but good things to say as it works as described though it does get a bit warm while transferring data to my computer which is expected. I have used a Samsung Evo Micro SD card and the computer recognized it immediately. So Overall I would recommend this Micro SD Card Reader to anyone who has a similar situation as it works great for the price.",5.0 out of 5 stars,Verified Purchase,Great Micro SD Card reader!,VS2929
"Reviewed in the United States on January 16, 2020",4 people found this helpful,"This tiny microSD card reader appears to be a well built device. I tested it with two 32GB cards...one being a class 10, UHS-I SanDisk card...other was a class 4 SanDisk card. This adapter was immediately detected and usable under Windows 7 Home 64-bit. Transfer performance seemed quite snappy and the unit does not get hot. One minor complaint is that there could be a little more space on the top of the device to provide easier removal of data cards. It is a bit difficult to snag the raised edge of microSD cards to pull them out. It would be helpful if the unit included an activity indicator LED...which it does not.",5.0 out of 5 stars,Verified Purchase,Solid Product,30-40 Psyco
"Reviewed in the United States on August 23, 2019",One person found this helpful,"I bought this over a month ago and I've yet to be able to use it. I got it to expand the storage for my Asus Mini Transformer but everything i out it in says that it's not recognized. My computer says there's a driver missing making it unable to even tell it's in. I've put other micro SD cards in and it reads them but not this one. And when I tried to get technical support through Amazon, they thought I was having trouble with a cardgame playing mat so I knew they were useless. The price for the space is great but it's only great if you can actually use it. I'm basically having to reconfigure my whole computer to make it able to recognize the card. And it's windows 10Edit 9/6/20: I was able to get it to work for my computer after basically doing a complete reset of my computer. Lots of space now. I just suggest that if you are going to buu it for extra space, be prepared for possibly having to alot of system updates to your computer/tablet before installing",3.0 out of 5 stars,Verified Purchase,Have yet to be able to use it,Kimberly Purvis
"Reviewed in the United States on May 27, 2020",2 people found this helpful,"Lifetime warranty doesn't mean anything when you loose all your data and the card is unable to be opened after 10 months of light Storage use. I can send it back and get a replacement for the cost of shipping, but I cannot recover the gigabytes of movies I took with my phone and stored on the card for less than $425 to a professional service.I backup the data regularly, but not daily and just happened to record and transfer 40 minutes of video to it and then the card failed spectacularly. Phone wouldn't read it suddenly so I put it in the SanDisk adapter and plugged into the PC. Computer doesn't recognize it so I tried reformatting with the intention of using a file recovery software. Cannot even reformat the card without Table 0 Error and using DiskPart to override with CMD in Administrator mode. Every attempt to format/open/mount fails at 0%.I practically never used this except to store some photos and files when phone storage was full. Will not touch a SanDisk product again. Now I have to determine if my memories are worth an attempt for a pro recovery service and $425.",1.0 out of 5 stars,Verified Purchase,Failed after 10 months minimal use,Goldendog
"Reviewed in the United States on April 1, 2021",4 people found this helpful,"I know there's folks saying ""there's no fakes"" - bs. Yes, speeds can ""vary."" Yes, you won't have precisely the space listed. But in every speed test I put this through, it couldn't surpass 30 MB/S read or write, and often flirted around the average of 20 MB/s. That is less than 1/4 of the speed I paid for! No, that kind of performance IS NOT due to ""environmental factors."" Some of these SD cards are straight up bunk - if not counterfeit, then just bad production units. ALWAYS test your cards right away!",1.0 out of 5 stars,Verified Purchase,There are fakes - believe it,Aron Jurmu
"Reviewed in the United States on November 6, 2018",One person found this helpful,"One of the only micro SDs that aren’t fakeNo product is ever as fast as advertised, but this one is about 1/4 to 1/2 as fast as advertised (in Windows 10)",3.0 out of 5 stars,Verified Purchase,"Not fake, but not as fast as advertised",Alamka
"Reviewed in the United States on April 3, 2021",One person found this helpful,"WARNING!!! THE SanDisk 128GB Extreme microSDXC sold and shipped to me by Amazon was a counterfeit. Fortunately, I discovered this quickly and was able to return it. I won't reveal how I know this card is a counterfeit because I don't want the counterfeiters responsible to correct their mistakes. But I WILL say this, if you pay close attention to detail and do your due diligence, you will be able to identify the discrepancies as well.Not necessarily every card that's shipped will be a counterfeit, and I still love Amazon. But it's in your best interest to verify whether or not the card you purchase is legit. If you spot the discrepancies, please don't reveal what you find (even though you'll want to just as badly as I do 🤣), or else it'll be that much harder for the next consumer to spot once the counterfeiters do an even better job on their next attempt. And I gotta say, they did a good job on this one. Happy hunting. 🧐",1.0 out of 5 stars,Verified Purchase,"BE CAREFUL, YOUR CARD MAY BE A COUNTERFEIT!!!",M. Petticoat
"Reviewed in the United States on June 12, 2020",6 people found this helpful,"This review is for the Micro SD reader. I needed a reader for my TV and decided to purchase this one because I wanted something that is smaller than my few years old kingston Micro/normal SD reader.I didn't expect performance to improve but it looks like I am getting 108.2 MB/s write and 166.3 MB/s read from SandDisk Micro SD reader and 83.5MB/s write and 91.4MB/s read from Kingston reader.For the TV, I don't believe it will make much difference but performance jump(specially read speed) is definitely nice on my laptop.",5.0 out of 5 stars,Verified Purchase,SandDisk Micro SD reader,James
"Reviewed in the United States on December 29, 2019",One person found this helpful,I'll keep it short. I purchased this for my dash camera. I had some generic micro sd cards before and they didn't last to long do the the summer heat. I live in Arizona and in the summer time it can get up to 115-120 outside. Inside the vehicle probably 130-150 or so. The memory card had no issues at all.,5.0 out of 5 stars,Verified Purchase,Good for Arizona heat.,Robert
"Reviewed in the United States on October 26, 2020",One person found this helpful,"My phone only has a measly 64GB of memory in it, so I really need more room to store my data--loads of photos, HD/4K videos, and high bit-rate music library. This is a fast memory card--it is like my phone was reading from internal memory! I really felt a great improvement from the old memory card I was using. If you need fast memory card--I definitely recommend this!",5.0 out of 5 stars,Verified Purchase,Really Fast Memory Card,Aldwin T
"Reviewed in the United States on January 31, 2021",4 people found this helpful,I bought this to use in my drone. Unfortunately in the product I was using it in I could not get files to download without errors and the card we get extremely hot. This might have been the fault of the the Drone and the software and not the card I'm not really sure but in either case it just didn't work for me. This was my personal experience only using the card in one device so maybe my experience is rare but I went to a cheaper SanDisk card and it worked fine with no issues.,2.0 out of 5 stars,Verified Purchase,Had download failure issues using it in my 720 e Holli Stone drone,Amazon Customer
"Reviewed in the United States on January 8, 2019",2 people found this helpful,"It seemed quick to upload 27GB of photos, movies, music, documents, etc. I have not used the Tab S4 for photos and movies yet.",5.0 out of 5 stars,Verified Purchase,It is working in my Galaxy Tab S4 and shows 367GB of available space.,joesputers
"Reviewed in the United States on December 9, 2020",2 people found this helpful,"Only worked for a few months before it stopped working. Used in DJI Mavic, get a warranty when using these as the will crap out when you need them the most. Now have to try and go back and get more video with a new card. Much of the video I could only get once and never again only costed me a few thousands of dollars. I can't get that back! Can't return it as it's past it's window of return! I've been using this brand for many years, looks like their quality has gone down the Loo!",1.0 out of 5 stars,Verified Purchase,Garbage Disk,Chris M.
"Reviewed in the United States on February 9, 2020",One person found this helpful,"Price premium for speed, but for the way I use it, Its worth it. 128GBs can be had for 10 bucks or so. I have not seen this card drop below 91MBs read, 80MBs write in any 3.0 slot computer I have tried so far. In your average UHS-1 adapter I have gotten 97MBs read, 87MBs writes ! I use it with the SanDisk MobileMate USB 3.0 Card Reader - SDDR-B531-GN6NN that is NOT 2.0 compatible and get 170MBs reads and 105MBs writes!! Well not everytime but more then often it gets that high : ) I love this thing. I use it to pass around games and movies. You cant go wrong with this card. But the MobileMate reader, is disappointing with out 2.0 support. I need to use a 2.0 adapter hub to read from the Sandisk MobileMate in most TVs, DVD, Bluray players and PCs without 3.0 USB. You can't go wrong with this Card.",5.0 out of 5 stars,Verified Purchase,Price Premium For Speed : ),Cito Cito
"Reviewed in the United States on March 7, 2021",One person found this helpful,I purchased 2 of the 1TB cards on an amazing sale quite literally a buy on get one free due to the half or more then half off. Too good to be true is right. The cards freeze and provide grainy substandard streams using a GoPro 7 Black. I am attempting to get the data off the cards now and it keeps locking my PC up and not transferring data. My advise stay away from this vendor because the cards must not be authentic because SanDisk cards are quality in my experience. 2MB max speed of transfer is garbage.,1.0 out of 5 stars,Verified Purchase,Absolute FAIL,Michael Rideout
"Reviewed in the United States on July 21, 2020",One person found this helpful,"FYI: My career was in IT and I'm nearly certain this wasn't a case of EBKAC (Error Between Keyboard And Chair). My reader arrived DOA. It wouldn't work on multiple machines running multiple OS's with a card that worked with other readers. SanDisk support was a complete waste of my time. I guess this works great when it works, but know that if the one you get is DOA, you're in for a hassle.",1.0 out of 5 stars,Verified Purchase,DOA and SanDisk support was miserable,beej
"Reviewed in the United States on October 12, 2020",One person found this helpful,"The fact that it often corrupts in a Zen webcam may not be the fault of the product itself, but the webcam... difficult to say. The fact that I had to download the fat32format program to format the card in FAT32 (as the ZenCam would only work with that format) may indicate the true source of the errors. I will say that the product's capacity was as advertised. So, this review is only helpful to those that are purchasing this for that particular purpose. The packaging looked legit, but I did contact amazon about the FREE backup manager software key not being valid. They were never able to help me overcome that issue, so if the FREE backup manager is a deal breaker, buy something else.",4.0 out of 5 stars,Verified Purchase,Sometimes corrupts in Zencam 720P WiFi Camera,R Bedford
"Reviewed in the United States on July 23, 2020",One person found this helpful,"Got this to use in a raspberry pi 4, and the faster speeds you get on a micro sdxc card, the better overall experience you'll get on a raspberry pi. It's also great if you put it in a cell and take lots of burst 4k pictures or something. If you just need something for storage, then you can get away with something cheaper like the lower speed sandisk or a Samsung Evo or whatever. However, if you want something that has a little faster speed, this is a great option. I got this one on sale, which made total sense getting it instead of the other slower ones for the same price.",5.0 out of 5 stars,Verified Purchase,Great speeds for a micro sdxc,Mike C.
"Reviewed in the United States on February 22, 2019",4 people found this helpful,"Beware.. I bought 2 128gb cards.. sold and shipped from Amazon. The cards do not match. One is green on backside... one is black on backside.. I figure the scenario is that either one is fake or Sandisk has major quality control issues. Either case, they are getting returned.",1.0 out of 5 stars,Verified Purchase,Beware of fakes and/or inconsistent card supplies,Adrian
"Reviewed in the United States on December 6, 2019",One person found this helpful,"So far this 1TB micro SD card is working perfectly for my Nintendo Switch. I know that the 512GB cards are much cheaper and are probably more than enough for most folks’ storage needs. I wanted this item because I bought digital games for my Switch ever since it released and I’ve always ran into storage issues for a lot of my older games like Breath of the Wild and Xenoblade Chronicles. I highly recommend this item to anyone who wants the most storage and has the money to purchase this micro SD card. I bought this item for $250 which isn’t pocket change. I’d also recommend purchasing this item during a sale such as Black Friday, Cyber Monday or during the Christmas holiday shopping season, as it would be a whole lot cheaper to buy. I’ve been saving money during 2019 since a buddy told me that he got it for just over $300. I planned and calculated my budget so I could buy this. Again if you only have a handful of digital games, you can probably be ok with a 512gb card.",5.0 out of 5 stars,Verified Purchase,Great storage capacity if you save up and buy during a sale!,Royal n8ive
