helpful,name,postDate,reviewBody,reviewTitle,starRating,verifiedPurchase
25 people found this helpful,wmh,"Reviewed in the United States on September 11, 2016","Only used for lens protection. I know there are higher quality filters for much higher prices, but I don't see it in the results. And I've been a photographer for over 45 years. I much prefer cleaning a lens filter than the lens element itself.",Only used for lens protection. I know there are ...,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Brian,"Reviewed in the United States on February 15, 2021",Filter was purchased as a lens protector. Did not alter photos with vs without,Lens protector,5.0 out of 5 stars,Verified Purchase
One person found this helpful,LA,"Reviewed in the United States on December 26, 2010","I just purchased Canon's 50mm 1.4 lens and this came free with it. I said to myself, well heck, maybe I don't need to get my go-to Hoya Multicoated UV filter this time. It's Tiffen, the name is synonymous with filters - how bad can it be? Well folks, it's bad. I only really experimented with it on indoor shots, but the reflections and ghosted light blurs are just ridiculous. It's almost comical how bad this filter is.Maybe it is ok for some conditions, but once a shot is ruined because of a UV filter, that's it in my book. Tossed it in my pile of retired photo gear and just pressed ""order"" on a multicoated filter. Do yourself a favor and pass on this one. See my images for examples of the reflections.","Worthless, get a multicoated protector",1.0 out of 5 stars,Verified Purchase
One person found this helpful,Matt Bailey,"Reviewed in the United States on September 26, 2018",I use these filters to protect my glass. This brand has been one that I have trusted for while. Well worth the money to help protect those high dollar lenses.,Good for Protection,5.0 out of 5 stars,Verified Purchase
One person found this helpful,ID,"Reviewed in the United States on July 14, 2013","with the assumption that , this will be a good protector for my lenses and, and also a stabilizer for over-exposed (direct sun light) photos, I bought this filter. I should accept that, it is a cheap model, so i was not expecting much but something with admissible level of qualityhowever, it turns out that, the picture i took, when this filter is installed, has significant loss of quality, and there was a distortion in the colorI am not sure who can get any value out of this, but i am not suggesting","not really useful, and harmful for night portrait photography.",1.0 out of 5 stars,Verified Purchase
One person found this helpful,Shar,"Reviewed in the United States on April 7, 2019",Filter has marks/small scratches that can not be wiped off. Also the plastic case was not sealed. Too much trouble to return so will purchase a different filter from others.,Filter has marks/small scratches,1.0 out of 5 stars,Verified Purchase
3 people found this helpful,uforocks2008,"Reviewed in the United States on November 26, 2019","Good quality, perfect fit and just what i needed to protect my $1000 lens.",everthing is good,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Boyd Barker,"Reviewed in the United States on December 20, 2019","This worked well for my Sony 10-18mm. It saved my lens, during vacation, from bumps, sand, and kid foreheads. Just buy one. You won’t regret it.",Sony 10-18mm: Perfect match.,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Kindle Customer,"Reviewed in the United States on January 26, 2016","$7 protection for my billion dollar lenses. So easy to put on and it doesn't affect the quality of the picture, and it keeps your actual lens safe! I'm the type of person to get distracted and accidentally fall down a ditch while taking photos, so knowing that my camera is a little safer makes me feel better.",Whoever invented this is a god.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Neal. I,"Reviewed in the United States on February 23, 2018","Standard UV filter.... its not a B+W.... but you get what you pay for. Besides, it really just serves as an extra layer of production for the real glass.I've got the 77mm as well... same story",Standard UV/Protective filter,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Stephen,"Reviewed in the United States on December 5, 2009","This is just a basic UV filter, and is usually pretty useful, but occasionally creates serious problems. I've noticed that I get blue/green noise on my images in back-lit or bright photographs. This is a serious problem, and isn't always noticeable in the viewfinder. It's no fun to get home and find out that some of your favorite compositions look like crap.I'm using ","Inexpensive, but photo quality sometimes suffers",2.0 out of 5 stars,Verified Purchase
One person found this helpful,K. Borah,"Reviewed in the United States on May 5, 2020",Clear as glass - great lens protector. Cheaper to replace these then a $500 lens,Clear,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Gadgeteer101,"Reviewed in the United States on January 2, 2019",It’s a good filter that does what it’s supposed to.,Good filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Michael Landskroner,"Reviewed in the United States on October 7, 2018",Been using Tiffen filters for what seems like forever - never let me down and protects that expensive glass,Protect you glass,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,Parker,"Reviewed in the United States on February 24, 2014","some people spend way too much on UV filters... basically people only use them to protect the front of the lens from dust or scratching, so i really don't see the need to go out and spend $50-100 dollars on one. If it compromises image quality as some people claim, i'll simply remove it for the shot and then screw it back on afterwards. Better safe than sorry when it comes to expensive lenses, right?","Good protection, great price.",5.0 out of 5 stars,Verified Purchase
One person found this helpful,'Net Shopper,"Reviewed in the United States on July 17, 2008","My filter came in from Adorama in perfect condition and brand new looking. No movement of the glass and no scratches or other signs of use as mentioned in some earlier reviews. The glass is pristine and, in addition to giving me protection for the lens on my Panasonic FZ18, it appears to add some clarity and sharpness to the pictures, especially in bright light. I am not a pro photographer by any means, just an enthusiast. This filter gives me the protection I desire at a lower price point. Adorama's shipping and product was great!",Great Protection and Filtering for the price!!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Rob Slaven,"Reviewed in the United States on December 30, 2015",Notes:* Solid fit on my Tamron AFF004C700 SP 90MM F/2.8 DI MACRO* No visible distortion; can't even tell it's there* Perfectly protectivePurchased from Amazon along with a lens and all is well,Absolutely no problems.,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Someguy117,"Reviewed in the United States on August 15, 2011","I bought this thinking ""Wow, a UV filter for this cheap! Awesome!"" Well, that's exactly what you get. A cheap UV filter. It's build quality is good and doesn't rattle or anything, but it has a terrible lens flare problem. This might be just my lens (Nikon 18-105mm VR), but when pointed at the slightest light source (even the moon) it creates a horrible ray of lens flare all the way across the picture. When you take the filter off, it's gone or reduced significantly. On the other hand, this is a cheap filter so you won't be sad if it cracks, scratches, chips, or detonates. It's your pick",This is what you get,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Ekletic_afro,"Reviewed in the United States on August 24, 2018",Not happy with this it does not seem to fit inside the ring. It rattles when I have it attached to my camera. Going to see if I can return it.,Rattles when attached to lens,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Reviewed in Virginia,"Reviewed in the United States on December 20, 2018",The filter is not tight in the ring so the whole thing rattles. Very annoying and unprofessional.,It rattles,2.0 out of 5 stars,Verified Purchase
25 people found this helpful,PNW Homesteading,"Reviewed in the United States on August 4, 2017","Update:They just reshipped me a new filter for no cost. This filter deserves 5 stars and I love the fact that they corrected their error.I just order this uv protector and never received the actual filter. All I got was the empty box where the filter should have been. Not sure what happened but it did. Besides this the last time I ordered the filter, a few months ago, it worked really good.",Never Received,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,Allen L.,"Reviewed in the United States on December 21, 2018","Great “value oriented” UV filter. It works great, and for the price, it’s well worth it to protect any camera lens. For comparison, I tested this UV filter with more expensive filters that I already own and I cannot tell the difference in terms of build quality or clarity.",Great “Value-Oriented” UV Filter,5.0 out of 5 stars,Verified Purchase
4 people found this helpful,Superian,"Reviewed in the United States on October 9, 2013","I purchased the 40.5mm version for my Alpha NEX-3N with 16-50mm Lens. It easily screwed into the lens and I love the feeling that my lens is protected. The only caveat is that I am definitely aware of the green flare that pops up in some of my pictures, especially when shooting at a hard light source, which is a bit annoying. However, I really bought this filter for protection and it's easy removable if I don't want to compromise my shots.",Essential item for camera lens!,4.0 out of 5 stars,Verified Purchase
5 people found this helpful,Blue Lion 365,"Reviewed in the United States on October 3, 2017","This filter is a great addition to protecting my Tamron telephoto lens that I just purchased. I have taken almost 100 pictures to date and all is working well. For the price and performance so far, I would get this item again.",Nice Filter and Guard for Telephoto Lens.,5.0 out of 5 stars,Verified Purchase
4 people found this helpful,Nha Hoan Le,"Reviewed in the United States on November 20, 2014","OK for day time shot but created ghost light at night shot. But for the price and made in USA, I will give it 4 stars. It good enough to project my lens while I am on a budget, yo know, after spend all the money for the camera and lens. :-). Don't hesitate to get it while you are saving up for a better one.",OK for day time shot but created ghost light at night shot,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,Shangerila,"Reviewed in the United States on March 18, 2019","I use Canon EF 75-300mm with 58mm Tiffen UV filter to take pictures, it's very clear and nice. I recommend it to you.",It fits Canon EF 75-300mm,5.0 out of 5 stars,Verified Purchase
4 people found this helpful,roboscratch,"Reviewed in the United States on October 14, 2017","Love it! Love your 'glass'? Get one. Abuse the filter, not the lens. Filters are cheap. Lenses aren't. (But you already know that). Some purists won't even put a filter on the end of their lens, instead touting how brave they are (or how fat their wallet might be) and how their lenses: ""Face the world, naked.."" or some such drivel. I like the idea of a filter on any lens, save the ones behind an automatically-covered lens of the pocket-camera variety. Then, I just carry a lens brush (like $1 at the dollar store, cleverly disguised as a 'makeup' brush!) and periodically dust off the glass. But really, buy a few of these and keep 'em around. They're really handy, and if you're a schlemeel, like me, you'll REALLY love it when you spill something untoward on the filter...instead of the lens...it's a beautiful thing...","Scratch me, I dare ya!",5.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon Customer,"Reviewed in the United States on October 1, 2019",Theres a heaviness to this filter that speaks to its quality. The glass and thread-ring are top notch. I use it for the kit lens that comes with the A7iii.I'm completely satisfied with my purchase and would recommend it to anyone looking for a 55mm UV filter.,Quality Product,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Secretsecret,"Reviewed in the United States on August 31, 2017","Very good for what it is, which is pretty much a lens protector with some uv filtering. I like that it is sturdy metal and bought 55 and 58 sizes and both fit exactly without a problem.",Nice,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Chris G,"Reviewed in the United States on February 13, 2013","I got this as a cheapo lens protector - with some UV filtering as a supposed bonus. I liked it - until I just got back from a trip shooting wildlife on my Canon 70-300mm f/4-5.6. All the images with that lens were slightly blurred. Those I focused manually, those that auto-focused, wide-open or stopped-down. Slow or fast shutter, even on a tripod. All detail was blurred.I got home to shoot some test photos, and I found that when I took this filter off, images were perfectly sharp. Look at the fencepost comparison photo I included in the images. All settings are the same between the two shots, just the one on the right is with the Tiffen 58mm UV filter, and the one on the left is without.FYI - I also have a BW 77mm F-Pro MRC UV filter that I tried on that same lens with an adapter, and the images were crystal clear. Tiffen is going in the trash and I'm buying a different brand.","Protects lens, but blurs photos",2.0 out of 5 stars,Verified Purchase
One person found this helpful,Reuben Sivan,"Reviewed in the United States on May 21, 2015","I got this filter yesterday afternoon, I put it on my lens and went out for a photo walk. Sometime within the two hour walk I noticed a strange line through my viewfinder; it was a cracked filter glass!I don't believe I dropped the camera or hit anything, I believe the glass just cracked.Obviously I am returning it as damaged and buying a different brand.",Glass cracked after just two hours of use.,2.0 out of 5 stars,Verified Purchase
2 people found this helpful,Marcus Vollans,"Reviewed in the United States on July 20, 2019",Don't really know how to write a review for a filter being a newbie with photography. I can tell its quality is very good though. I'm just gonna stick with this brand. They seem to offer the best value.,Very satisfied!,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,W. L. Rhoades,"Reviewed in the United States on October 10, 2020",A must for camera lens,Good lens,5.0 out of 5 stars,Verified Purchase
5 people found this helpful,Vorlauf,"Reviewed in the United States on June 26, 2018",Coating reflected green halos on strong contrasting light sources. Replaced by a B+W which has produced much better results.,Replaced by a B+W which has produced much better results.,2.0 out of 5 stars,Verified Purchase
One person found this helpful,Mariana Suarez Rueda,"Reviewed in the United States on January 28, 2020",Muy buen producto,"Excelente filtro, hecho en USA",5.0 out of 5 stars,Verified Purchase
One person found this helpful,scotty,"Reviewed in the United States on March 31, 2019",A ultra violet (UV) is a good filter to protect your lenses. From mist spray “ie ocean “ is a high recommendation. And will reduce your UV and will slightly improve your image.,This is a good for protecting of your lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,M. L. York,"Reviewed in the United States on July 24, 2017",Fit my Pentax lens. Used it for the first time this weekend in bright sun and the glare is gone from my pictures. Great product even for the casual photographer.,Great product even for the casual photographer,5.0 out of 5 stars,Verified Purchase
One person found this helpful,MCMiner247,"Reviewed in the United States on September 26, 2017","Tiffen makes great filters and this one doesn’t disappoint! While I had an issue with how this was shipped to me, it performs well on my 70-200MM andI am pleased!",Great addition to 70-200mm,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Kindle Customer,"Reviewed in the United States on August 26, 2019",Worked as advertised,Worked as expected,5.0 out of 5 stars,Verified Purchase
5 people found this helpful,Alyssa S,"Reviewed in the United States on July 26, 2014","It's cheap, and you definitely get what you pay for. If you have invested money in good glass, it doesn't make sense to cover it with something lesser.Not amazing, but not the worst product. Personally, I'd probably go for something a bit nicer next time.",Average filter,3.0 out of 5 stars,Verified Purchase
One person found this helpful,ALEJANDRO MARTINEZ MENA,"Reviewed in the United States on August 3, 2019",Realmente lo que esperaba en calidad óptica,Todas las lentes deben tener uno,5.0 out of 5 stars,Verified Purchase
4 people found this helpful,E.Gutierrez,"Reviewed in the United States on December 16, 2012",,Tiffen is garbage,1.0 out of 5 stars,Verified Purchase
One person found this helpful,PhotoDon1,"Reviewed in the United States on February 1, 2016",I am a new to photography. My first tiffen uv filter came with a lens I bought. I was getting spot in my pictures. I later noticed the coating was coming of the filter. The second tiffen uv filter I bought with new lens. I was taking pictures of my christmas tree and getting red flares in my pictures when I did not have any red lights. I took of the filter and that got rid of the flare. Now I just spend more and buy B&W filters.,"Nice going, Tiffen",5.0 out of 5 stars,Verified Purchase
2 people found this helpful,D’Jody,"Reviewed in the United States on April 6, 2021",Fits perfectly to protect my lenses,Works,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Mr. TOUMPAS KONSTANTINOS,"Reviewed in the United States on December 31, 2013","A really nice filter, does not interfere in any of many ways into the photograph and adequately protects the front element of the lens. I use them on all my lenses -irrespective of lens value- and simply take them off if I need a polarizer or any other kind of special filter attached. Great value for money. Well built, sturdy construction. It earned my trust!",PROTECTION,5.0 out of 5 stars,Verified Purchase
One person found this helpful,R. Carpenter,"Reviewed in the United States on September 30, 2019",Fit like a glove.,Great fit,5.0 out of 5 stars,Verified Purchase
One person found this helpful,MGMotors,"Reviewed in the United States on October 31, 2019",Good filter.,Good filter.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Andrew Weiss,"Reviewed in the United States on June 29, 2019",Good product,Good product,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Tommy g.,"Reviewed in the United States on January 9, 2020",Quality product. Good price,Quality.  Price,5.0 out of 5 stars,Verified Purchase
10 people found this helpful,Kevin F. Kavanaugh,"Reviewed in the United States on January 4, 2020",Great picture,Lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Craven Morehead,"Reviewed in the United States on February 2, 2020",A trusted brand at a good price!!,Camera protection!!,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,Edwin Echavarria,"Reviewed in the United States on January 4, 2020",I use it to protect my lens. Never leaves the camera. It allows me to fit my lens hood and lens cap without removing. Does its job,Perfect for protecting your lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon Customer,"Reviewed in the United States on December 21, 2016","Looks fine. The threads don't screw on with the smoothness of my other brand (? Sorry can't remember). However, the extra tension might be good. My other UV lens fell off.",Looks fine. The threads don't screw on with the smoothness ...,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Jon tibbetts,"Reviewed in the United States on August 12, 2018",What more can be said? its a UV filter that does not distort or mess with any of my images / video while providing that extra layer of protection for you lens! Don't fret just get one! or 2 or 3,very good UV filter for the price,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,V. Huang,"Reviewed in the United States on April 30, 2008","I ordered 2 Tiffen 52 mm UV filters for the 2 lenses that came with my Nikon D60. One filter was fine, the glass in the other filter was loose in the ring. I immediately returned the defective filter to Amazon and they promptly sent me a new one. I am pleased with the filters and Amazon's customer service. I just bought 2 Tiffen Photo Essentials scontaining the UV Protector, 812 Warming filet, and Circular Polarizer. All of these filters appear to be O.K.",Good product but some quality control issues,4.0 out of 5 stars,Verified Purchase
3 people found this helpful,"Rob, Mechanical Engineer, CWI","Reviewed in the United States on December 19, 2011","I experienced severe ghosting when a light source was in my viewfinder with this filter on my Tamron 17-50 f/2.8 and Canon 50 f/1.4 prime (both using different sizes of Tiffen UV filters). removed the filters and the ghosting immediately went away. I replaced with premium, coated Hoya filters and have no issues. It's strange because I didn't experience this problem on a Tiffen UV filter I bought 3 years ago.","Junk, severe ghosting",1.0 out of 5 stars,Verified Purchase
One person found this helpful,Nobody,"Reviewed in the United States on October 27, 2019",Fits cameras,Good product.,5.0 out of 5 stars,Verified Purchase
5 people found this helpful,ChrisFix,"Reviewed in the United States on November 19, 2016","Normally I like Tiffen products and when I needed a new UV filter (I damaged my old one), I went back to them. This time I was disappointed in the quality of the glass. When the sun hits the filter from the side, it creates a bad glare which was not present on my old Tiffen lens filter.",Bad glare from the filter when the sun hits it from the side,2.0 out of 5 stars,Verified Purchase
One person found this helpful,MyName,"Reviewed in the United States on December 30, 2019",I use it together with a Sigma 24-70 and have no complaints.,Good 82mm UV filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,DAVID J.,"Reviewed in the United States on July 14, 2018",Nice filter and fits the purpsose,Four Stars,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,D. Jacobowitz,"Reviewed in the United States on August 3, 2007","I bought this filter to protect a Canon EF 85mm/f1.8. It does the job, but I get noticeably better photos with it off. I guess the debate rages over whether a filter to ""protect"" the lens is even a good idea, but I usually like to have one on, especially if I'm outdoors or in a dustry environment.If you are going to go the ""protect the lens"" route, I'd recommend something better, like the HMC / multicoated filters from Hoya.",not a great filter,2.0 out of 5 stars,Verified Purchase
One person found this helpful,krummehund,"Reviewed in the United States on September 22, 2019","This filter works about as well as I expected. The reflective coating is not adequate for challenging conditions such as intense oblique light sources. However, it is just fine for daily use under controlled conditions. A good lens protector",An excellent clear lens cap.,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Charles Samuel,"Reviewed in the United States on November 21, 2019","Great product, great fit!","Great product, great fit, great quality!",5.0 out of 5 stars,Verified Purchase
5 people found this helpful,BeingHonest,"Reviewed in the United States on May 11, 2011","I saw mixed reviews on Amazon, but went ahead and bought it. It turned out to be an item that was probably re-packaged. (Someone else had a similar experience too. See review dated April 13, 2011)It had a long linear scratch one one side. There was dust. The plastic case protecting the filter had no seal and was fully scratched. It was an item sold by Amazon, so the return process was easy. But what a waste of time. I went ahead and ordered a different filter",Repackaged product!,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Majdi E.A. Awad,"Reviewed in the United States on April 14, 2019",Great value,Great product,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon Customer,"Reviewed in the United States on October 31, 2019",Great,Tiffen 67mm UV Protection Filter,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,karlamgzzm,"Reviewed in the United States on April 16, 2019",This filter is amazing,Loving it,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon Customer,"Reviewed in the United States on January 16, 2014","I was super bummed with this filter. The glass is floppy within the frame of this filter and the lens cap doesn't fit on it. Once I got it on, gently hand tightened, to test it, it was stuck and I couldn't get the dang thing off.My lens is going naked for now.",Poor quality,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Atlas,"Reviewed in the United States on January 25, 2015","A great UV filter at a great price! I've had Tiffen filters for my film SLR's for years, and the new ones that I buy for my DSLR, are the same great quality that they always have been. You will be 100% happy with this and any filter from Tiffen.",Great Quality Filter at a Great Price.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Jean Watz,"Reviewed in the United States on September 6, 2014",I ordered this for a new bridge camera to take on vacation and unfortunately my vacation was longer than the return period because I do not wish to keep it. I used this to protect the lens while traveling and on safari but I took it off the third day due to the optical distortions in certain light conditions.,Not for me,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Rebecca Backus,"Reviewed in the United States on September 3, 2019",Great value fit is great,Great value,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Paul Barton,"Reviewed in the United States on January 26, 2020",Perfect and reasonably priced,Perfect,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Marney E. Mason,"Reviewed in the United States on December 28, 2008","OK, It's a UV filter. I use it mainly as a piece of ""clear"" glass to protect the front element of a lens. What can you say about this one? It is round. The mounting is solid and a nice black color with legible lettering. The threads are accurately cut and it easiy screws in and out without getting stuck or coming loose. The middle part is transparent so you can take pictures through it. It looks to be of a uniform density, with neither darker nor lighter areas. All in all, it is everything anyone could ever want in a UV filter. The single negative thing I saw was that it is inexpensive. If you get a charge of telling everyone how expensive your camera and ancillary equipment are, forget this filter.",It's round!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Deanimator,"Reviewed in the United States on December 7, 2016",I'd never bought any protection for the objective on my Tokina 100mm macro lens and wanted to make sure that the objective was protected.The item was as advertised and came when promised.,On Time and as Advertised,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,June,"Reviewed in the United States on February 13, 2016",you get what you paid for. It's not a product like B&W.Wonderful for sony zeiss 55 1.8. I touched the glassed in the lens and made some scratch and then decide to get this one. This filter can really protect the lens from unintentional touch.,It's not a product like B&W. Wonderful for sony zeiss 55 1,5.0 out of 5 stars,Verified Purchase
One person found this helpful,David Theisen,"Reviewed in the United States on October 27, 2017","I was very pleased , great quality, at a great price, half of what I could find around here, thanks Amazon, again !","well worth what I Paid,",5.0 out of 5 stars,Verified Purchase
One person found this helpful,medinafive,"Reviewed in the United States on October 6, 2019",Works well to protect my lens,Great value,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,angrystal,"Reviewed in the United States on August 28, 2013","When trying to shoot outdoor photographs with this on the lens, it casts a green flare sometimes across the photograph ifyoure shooting into the sun. It is great to shoot indoors with and if youre using it as lens protection it works well too, but outdoor shooting i'd rather not.",Green shadow!~,1.0 out of 5 stars,Verified Purchase
One person found this helpful,NikiB,"Reviewed in the United States on June 27, 2018",great filter. Too bad the lens was defective so I am stuck with this product.,Great product,5.0 out of 5 stars,Verified Purchase
9 people found this helpful,N. Knight,"Reviewed in the United States on November 3, 2011","This UV filter was a ""special offer"" when I bought a lens for our daughter's Nikon. She had told me about the special deal, which was a free filter with the purchase of a lens. The price was not taken off when I checked out, so I called Amazon, and they did help me. The filter did end up being free, it fit the lens, and it was just what my daughter needed.",filter for lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,chris319,"Reviewed in the United States on September 24, 2017",Tiffen has been making the highest-quality photographic filters for decades.You need this to protect your precious lenses.,Don't Be Without It!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Thaison Ta,"Reviewed in the United States on June 13, 2016","With every new lens I buy, the first item I purchase is a UV filter. It helps protect the glass from potential damages. Everyone has their own opinion on whether they is a necessity or not but it gives me peace of mind.",For every new lens.,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,Jimmy,"Reviewed in the United States on April 23, 2019","It works fine. Cheap, but that is what you pay for.",Works fine.,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon Customer,"Reviewed in the United States on December 15, 2019",This SAVED one of my lenses. My 1 year old got ahold of my camera bag and the lens fell out onto the unforgiving tile floor. The filter shattered.... the lens was fine.,Worked as protection for my lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,dwgib,"Reviewed in the United States on March 6, 2018","Always great filters, can't believe someone on here selling them for $3 with free shipping, what a steal",Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Craig Scheiner,"Reviewed in the United States on October 30, 2018","Put it on, forgetaboutit. That's what it's supposed to do and it does. Doesn't affect the picture at all.",It's a Tiffin,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Zake,"Reviewed in the United States on July 1, 2016","When I received the package, there was no filter in the box, I will be changing my revew of the product when i get a product not an empty box.","When I received the package, there was no filter ...",1.0 out of 5 stars,Verified Purchase
One person found this helpful,Ronp,"Reviewed in the United States on May 27, 2019",Funciona muy bien en una nikon,Works great whit nikon,5.0 out of 5 stars,Verified Purchase
One person found this helpful,M. Sotelo,"Reviewed in the United States on February 24, 2016",,perfect for the price,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,Ellicottvic,"Reviewed in the United States on June 29, 2018",Very good filter for the price. Does what its supposed to.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Harv,"Reviewed in the United States on December 9, 2018",Good value,Harv,5.0 out of 5 stars,Verified Purchase
7 people found this helpful,Shoktong Blues,"Reviewed in the United States on February 27, 2019",Great uv filter,Great uv filter,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Amazon Customer,"Reviewed in the United States on September 17, 2013","I subscribe to the idea that every lens should have a clear filter on to keep greasy fingers and cleaning scratches away from the lens. To those who don't, how many times do you shot with the sun partially or directly as the subject. And UV and skyfilters don't cause a problem beside lens hoods were designed for that. It does what it does!!!!",It does what it does,5.0 out of 5 stars,Verified Purchase
One person found this helpful,All Things Man,"Reviewed in the United States on May 1, 2017",I really like the UV filter. It protects the lens well and I can't see and degradation in photo quality with it installed. You can still attach your lens cover or other filters if need be. I am very happy with this UV filter.,I really like the UV filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Gwendolyn H.,"Reviewed in the United States on December 26, 2020",Great value for the price.,Tiffen 49MM UV Protection Filter,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Scobie P. ,"Reviewed in the United States on August 18, 2014","I cracked my last one (no way any filter could have survived what I did to it, dropping on a sharp rock), but it protected the lens for years, and even though it broke, it protected the lens against the rock, too. Ordered this as an exact replacement. Very happy with it. Basic protection and UV filter.",Very happy with it,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,KS,"Reviewed in the United States on February 24, 2018",Tiffen is the best. Using it for my 100-400 ii,Five Stars,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,Demyars,"Reviewed in the United States on November 1, 2016","It works, it keeps dust out. Glass does appear to be slightly weak in the scratch department meaning it appears to scratch easily. So far though no issues that render it useless.",Good UV protective cover,4.0 out of 5 stars,Verified Purchase
One person found this helpful,I Love Amazon,"Reviewed in the United States on May 4, 2017",bought this item multiple times and always love it!,bought this item multiple times and always love it!,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Insomni@,"Reviewed in the United States on September 9, 2019",Used it with my Sony SAL-1650 72mm. Beautiful glass. A++,A++,5.0 out of 5 stars,Verified Purchase
4 people found this helpful,Ralph B. Lehotsky,"Reviewed in the United States on January 18, 2014","I purchased this filter, not for it's filtering capability (which is quite adequate), but rather for protection of the exterior surface of a new Canon EF-S 10-22mm f/3.5-4.5 USM Ultra-Wide Zoom Lens. I place UV or Skylight filters on all my lenses for protection.",Good Lens Protection,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Ryan,"Reviewed in the United States on December 9, 2012","Bought this to protect my kit lens. I'm not one to put extra glass in front of my lens/sensor, but this guy hasn't had any noticeable effect on pictures. And it took the brunt of an impact after the camera slipped off my shoulder.At the price, I'd definitely pick another one of these up if I ever needed to.",Does Its Job,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,luv2shop,"Reviewed in the United States on December 16, 2017","After taking a photography class, I purchased this based on a recommendation from the instructor. It fit my Canon lens perfectly.",Tiffen 49mm UV Protection Filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Steve Dogen,"Reviewed in the United States on September 18, 2016",I tell everyone in digital photo class it is better to protect the lens in case of an accidental bump of the lens.,I tell everyone in digital photo class it is better to protect the lens in case of an accidental ...,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Andrew McArthur,"Reviewed in the United States on August 11, 2017",Affordable and feels very sturdy. I have not noticed it messing with my image quality yet so I am very happy so far. It also has a longer lip on the front end for mounting other filters to the lens.,Affordable and feels very sturdy. I have not noticed it messing with my ...,5.0 out of 5 stars,Verified Purchase
One person found this helpful,lucky,"Reviewed in the United States on February 2, 2017","great product, it saved my 70-300 lense when i dropped it on a rockthis glass cracked and it saved my expensive lensnow i'm going to buy another onethanks","great product, it saved my 70-300 lense when i ...",5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Kevin Barker,"Reviewed in the United States on December 22, 2020",A must purchase accessory.,Highly recommend,5.0 out of 5 stars,Verified Purchase
